UniqueID,Course,Title,Edition,Year,Author,ISBN,Alternate ISBNs,MMS ID,Call number,Barcode,Current Status,New/Returning/Past Semester,UMCP copy?,Notes,Comment,Branch Location
TopTextFall24.114,BMGT 457,Marketing Mistakes & Successes,12th,2014,Hartley & Claycomb,9781118078464,,990063476620108238,BMGT457/Marketing Mistakes & Successes,31430058258734,On Shelf,,N,,,CPMCK
TopTextFall24.115,BSCI 103,Campbell Biology ,8th,2015,"Reece, Taylor, Simon, Dickey, & Hogan",9780321885326,"9780321885173, 9780321946683",990063476620108238,BSCI103/Campbell Biology 8th,31430051076257,On Shelf,,N,,,CPMCK
TopTextFall24.116,BSCI 103,Story of Life: Great Discoveries in Biology,,2019,Sean B. Carroll,9780393631562,,990063476620108238,BSCI103/Story of Life,31430059573784,On Shelf,,Y,,,CPMCK
TopTextFall24.117,BSCI 150,Beyond Race: Human Biological Diversity,3rd,2015,Presson & Jenner,9781626613652,,990063476620108238,BSCI150/Beyond Race,31430058259070,On Shelf,,N,,,CPMCK
TopTextFall24.118,BSCI 160,Campbell Biology,10th,2014,"Reece, Urry, Cain, Wasserman, Minorsky, & Jackson",9780321775658,,990063476620108238,BSCI160/Campbell Biology 10th,"31430058254337, 31430058257728",On Shelf,,N,,,CPMCK
TopTextFall24.119,BSCI 160,Campbell Biology ,9th,2011,"Reece, Urry, Cain, Wasserman, Minorsky, Jackson",9780321558237,,990063476620108238,BSCI160/Campbell Biology 9th,"31430058255466, 31430058256373",On Shelf,,N,,,CPMCK
TopTextFall24.120,BSCI 170,Campbell Biol UMD,,2014,"Reece, Urry, Cain, Wasserman, Minorsky, Jackson",9781269920490,9781269920483,990063476620108238,BSCI105/Campbell Biology,"31430058256753, 31430058254121, 31430058254659",On Shelf,,N,,,CPMCK
TopTextFall24.121,BSCI 170,Campbell Biology,10th,2014,"Reece, Urry, Cain, Wasserman, Minorsky, & Jackson",9780321775658,,990063476620108238,BSCI160/Campbell Biology 10th,"31430058254337, 31430058257728",On Shelf,,N,,,CPMCK
TopTextFall24.122,BSCI 201,Human Anatomy  & Physiology,8th,2010,Marieb & Hoehn,9780321742322,,990063476620108238,BSCI201/Human A & P 8th,31430058254220,On Shelf,,N,,,CPMCK
TopTextFall24.123,BSCI 202,Human Anatomy  & Physiology,10th,2016,Marieb & Hoehn,9780321927040,9780133994971,990063476620108238,BSCI201/Human A & P,31430058252745,On Shelf,,N,,,CPMCK
TopTextFall24.124,BSCI 207,Campbell Biology,10th,2014,"Reece, Urry, Cain, Wasserman, Minorsky, & Jackson",9780321775658,,990063476620108238,BSCI160/Campbell Biology 10th,"31430058254337, 31430058257728",On Shelf,,N,,,CPMCK
TopTextFall24.125,BSCI 207,Principles of Life,2nd,,David M. Hillis,9781464109478,,990063476620108238,BSCI207/Principles of Life,"31430058254931, 31430058254949",On Shelf,,N,,,CPMCK
TopTextFall24.126,BSCI 222,"Genetics, A Conceptual Approach, 5th ed.",5th,2014,Benjamin A. Pierce,9781464109461,9781464150920,990063476620108238,BSCI222/Genetics,"31430058254782, 31430058254790, 31430058256332",On Shelf,,N,,,CPMCK
TopTextFall24.127,BSCI 222,"Genetics, A Conceptual Approach, 4th ed.",4th,2010,Benjamin A. Pierce,9781429232500,,990063476620108238,BSCI222/Genetics 4th,31430058254774,On Shelf,,N,,,CPMCK
TopTextFall24.128,BSCI 222,"Genetics, A Conceptual Approach",6th,2017,Benjamin A. Pierce,9781319050962,,990063476620108238,BSCI222/Genetics 6th,"31430051076406, 31430058255995",On Shelf,,N,,,CPMCK
TopTextFall24.129,BSCI 222,"Genetics, a Conceptual Approach - Solutions and Problem-Solving Manual",4th,2012,Jung H. Choi & Mark E. McCallum,9781429232548,,990063476620108238,BSCI222/Genetics Sol. Man. 4th ,31430058254212,On Shelf,,N,,,CPMCK
TopTextFall24.130,BSCI 223,Microbiology w/ Diseases by Taxonomy,4th,2013,Robert W. Bauman,9780321819314,,990063476620108238,BSCI223/Microbiology,31430058252729,On Shelf,,N,,,CPMCK
TopTextFall24.131,BSCI 223,Microbiology w/ Diseases by Taxonomy,5th ,2017,Robert W. Bauman,9780134019192,,990063476620108238,BSCI223/Microbiology 5th,31430058253032,On Shelf,,N,,,CPMCK
TopTextFall24.132,BSCI 330,"Molecular Biology of the Cell, Student Ed.",5th,2007,Bruce Alberts,9780815341055,,990063476620108238,BSCI330/Molecular Bio,31430058254832,On Shelf,,N,,,CPMCK
TopTextFall24.133,BSCI 330,Molecular Biology of the Cell,6th,2015,"Alberts, Johnson, Lewis, Morgan, Raff, Roberts, & Walter",9780815344322,,990063476620108238,BSCI330/Molecular Bio 6th,31430058252778,On Shelf,,N,,,CPMCK
TopTextFall24.134,BSCI 330H,Molecular Biology of the Cell,6th,2015,"Alberts, Johnson, Lewis, Morgan, Raff, Roberts, & Walter",9780815344322,,990063476620108238,BSCI330/Molecular Bio 6th STEM,31430060958545,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.135,BSCI 353,Neuroscience,5th,2012,"Purves, Augustine, Fitzpatrick, Hall, LaMantia, & White",9780878936953,,990063476620108238,BSCI353/Neuroscience,31430055791190,On Shelf,,N,,,CPMCK
TopTextFall24.136,BSCI 370,Evolutionary Analysis (5th ed),5th,2013,Herron & Freeman,9780321616678,,990063476620108238,BSCI370/Evolutionary Analysis,31430055790705,On Shelf,,N,,,CPMCK
TopTextFall24.137,BSCI 410,Genetics: from Genes to Genomes,4th,2011,"Hartwell, Goldberg, & Fischer",9780073525266,,990063476620108238,BSCI410/Genetics: from Genes to Genomes 4th,31430055791109,On Shelf,,N,,,CPMCK
TopTextFall24.138,BSCI 410,Genetics: from Genes to Genomes,5th,2015,"Hartwell, Goldberg, & Fischer",9780073525310,,990063476620108238,BSCI410/Genetics: from Genes to Genomes 5th,31430058253057,On Shelf,,N,,,CPMCK
TopTextFall24.139,BSCI 422,Kuby Immunology,7th,2013,"Owen, Punt, Stranford, Jones, & Kuby",9781429219198,,990063476620108238,BSCI422/Kuby Immunology,31430058000581,On Shelf,,Y,,,CPMCK
TopTextFall24.140,BSCI 440,Human Physiology,7th,2016,Dee Unglaub Silverthorn,9780321981226,,990063476620108238,BSCI440/Human Physiology,31430058252828,On Shelf,,N,,,CPMCK
TopTextFall24.141,BSCI 440,Principles of Human Physiology,5th,2013,Cindy L. Stanfield,9780321819345,,990063476620108238,BSCI440/Principles of Human Physiology,31430058254923,On Shelf,,N,,,CPMCK
TopTextFall24.142,BSOS 201,"How I Made $2,000,000 in the Stock Market",Revised,2012,Darvas & Burns,9781607964926,,990063476620108238,BSOS289I/How I Made $2000000,31430058253412,On Shelf,,N,,,CPMCK
TopTextFall24.143,BSOS 201,How to Make Money in Stocks,4th,2009,William J. O'Neil,9780071614139,,990063476620108238,BSOS289I/How to Make Money,31430058253305,On Shelf,,N,,,CPMCK
TopTextFall24.144,BSOS 201,Stock Investing for Students,,2013,Alan Ellman,9781937183929,,990063476620108238,BSOS289I/Stock Investing,31430058253255,On Shelf,,N,,,CPMCK
TopTextFall24.145,BSOS 289I,How to Make Money Selling Stocks Short,,2005,O'Neill & Morales,9780471710493,,990063476620108238,BSOS289I/How to ... Stocks Short,31430058255789,On Shelf,,N,,,CPMCK
TopTextFall24.146,BSST 330,Terrorism and Homeland Security,10th,2022,Jonathan R. White,9780357633847,,990063476620108238,BSST330/Terrorism and Homeland Security,31430060155779,On Shelf,,N,,,CPMCK
TopTextFall24.147,BUAC 780,Business Analysis & Valuation,5th,2013,Palepu & Healy,9781111972301,,990063476620108238,BUAC780/Business Analysis & Valuation,31430058253222,On Shelf,,N,,,CPMCK
TopTextFall24.148,BUDT 700,Ted Talks,,2016,"Anderson, Chris",9781328710284,,990063476620108238,BUDT700/Ted Talks,31430060957158,On Shelf,,N,,,CPMCK
TopTextFall24.149,BUDT 703,Modern Database Management,12th,2016,"Hoffer, Ramesh, & Topi",9780133544619,,990063476620108238,BUDT758Y/Modern Database Management,31430058254451,On Shelf,,N,,,CPMCK
TopTextFall24.150,BUDT 704,Fundamentals of Python: First Programs,2nd,2019,"Lambert, Kenneth A.",9781337560092,9781337699341,990063476620108238,BUDT704/Fundamentals of Python,31430058259906,On Shelf,,N,,,CPMCK
TopTextFall24.151,BUDT 704,Python for Data Analysis,2nd,2018,Wes McKinney,9781491957660,,990063476620108238,BUDT758X/Python for Data Analysis,31430058256027,On Shelf,,N,,,CPMCK
TopTextFall24.152,BUDT 704,"Intro to Python for Computer Science and Data Science: Learning to Program with AI, Big Data and The Cloud",,2020,Deitel & Deitel,9780135404676,,990063476620108238,BUDT704/Intro to Python,31430059976334,On Shelf,,Y,,,CPMCK
TopTextFall24.153,BUDT 730,Business Analytics : Data Analysis and Decision Making,7th,2020,Albright & Winston,9780357109953,9780357109960,990063476620108238,BUDT730/Business Analytics,31430058259948,On Shelf,,N,,,CPMCK
TopTextFall24.154,BUSI 611,Managerial Accounting for Managers,5th,2020,"Noreen, Brewer, & Garrison",9781259969485,,990063476620108238,BUSI611/Managerial Accounting for Managers,31430058260433,On Shelf,,N,,,CPMCK
TopTextFall24.155,BUSI 630,Data Analysis & Decision Making,4th,2011,"Albright, Winston, Zappe",9780538476126,,990063476620108238,BUSI630/Data Analysis & Decision Making,31430058254071,On Shelf,,N,,,CPMCK
TopTextFall24.156,BUSI 640,Corporate Finance,4th,2017,Berk & DeMarzo,9780134083278,,990063476620108238,BUSI640/Corporate Finance,31430058253024,On Shelf,,N,,,CPMCK
TopTextFall24.157,CCJS 100,Criminal Justice in America,7th,,"Cole, Smith, & DeJong",9781285067667,,990063476620108238,CCJS100/Criminal Justice,31430058256589,On Shelf,,N,,,CPMCK
TopTextFall24.158,CCJS 100,Criminal Justice in America,8th,2016,"Cole, Smith, & DeJong",9781305261068,,990063476620108238,CCJS100/Criminal Justice 8th,"31430058252794, 31430058255383, 31430058255391",On Shelf,,N,,,CPMCK
TopTextFall24.159,CCJS 100,Criminal Justice in America,9th,2018,"Cole, Smith, & DeJong",9781305966062,9781305966178,990063476620108238,CCJS100/Criminal Justice 9th,"31430051076224, 31430058258015",On Shelf,,N,,,CPMCK
TopTextFall24.160,CCJS 105,"Crime, Justice, & Society",4th,2015,"Berger, Free, Deller, & O'Brien",9781626372252,,990063476620108238,CCJS105/Crime Justice & Society,31430058252844,On Shelf,,N,,,CPMCK
TopTextFall24.161,CCJS 105,Criminology,8th,2013,Freda Adler,9780078026423,,990063476620108238,CCJS105/Criminology,31430058253602,On Shelf,,N,,,CPMCK
TopTextFall24.162,CCJS 105,Criminology,9th,2018,"Adler, Mueller, & Laufer",9780078140969,9781259916359,990063476620108238,CCJS105/Criminology 9th,31430058256233,On Shelf,,N,,,CPMCK
TopTextFall24.163,CCJS 105,Criminology: Essentials,3rd,2018,Walsh & Jorgensen,9781506359717,,990063476620108238,CCJS105/Criminology Essentials,"31430058254360, 31430058255375, 31430058258007",On Shelf,,N,,,CPMCK
TopTextFall24.164,CCJS 105,On the Run,,2014,Alice Goffman,9780226136714,,990063476620108238,CCJS105/On the Run,"31430058253289, 31430058255540",On Shelf,,N,,,CPMCK
TopTextFall24.165,CCJS 105,"Street Life: Poverty, Gangs, and a Ph.D.",,2011,Victor M. Rios,9781453832691,,990063476620108238,CCJS105/Street Life,31430058258841,On Shelf,,N,,,CPMCK
TopTextFall24.166,CCJS 200,Statistics for Criminology & Criminal Justice,4th,2017,Bachman & Paternoster,9781506326108,,990063476620108238,CCJS200/Statistics for Criminology & Criminal Justice (2),31430058258197,On Shelf,,Y/N,Make sure this goes to the regular collection at the end of the semester.,,CPMCK
TopTextFall24.167,CCJS 200,Statistics for Criminology & Criminal Justice,2nd,2016,Jacinta M. Gau,9781483378459,,990063476620108238,CCJS200/Statistics for Criminology & Criminal Justice,31430058254584,On Shelf,,N,,,CPMCK
TopTextFall24.168,CCJS 200,Statistics for Criminology & Criminal Justice,5th,2022,"Bachman, Paternoster, & Wilson",9781544375700,,990063476620108238,CCJS200/Statistics for Criminology & Criminal Justice (2) 5th,31430058260102,On Shelf,,N,,,CPMCK
TopTextFall24.169,CCJS 230,Criminal Law (11th ed),11th,,Samaha,9781285061917,,990063476620108238,CCJS230/Criminal Law,31430055790697,On Shelf,,N,,,CPMCK
TopTextFall24.170,CCJS 300,Research Methods in Criminal Justice and Criminology,9th,2014,Frank E. Hagan,9780133008616,,990063476620108238,CCJS300/Research Methods in Criminal,31430058253156,On Shelf,,N,,,CPMCK
TopTextFall24.171,CCJS 300,Simple Guide to IBM SPSS Statistics for Version 23.0,14th,2016,Kirkpatrick & Feeney,9781305877719,,990063476620108238,CCJS300/Simple Guide to IBM SPSS,31430058253016,On Shelf,,N,,,CPMCK
TopTextFall24.172,CCJS 325,Human Trafficking,,2020,"Stickle, Hickman, & White",9781506375038,,990063476620108238,CCJS325/Human Trafficking,31430058258767,On Shelf,,N,,,CPMCK
TopTextFall24.173,CCJS 325,Renting Lacy,,2011,Smith & Coloma,9780976559467,9780989645126,990063476620108238,CCJS325/Renting Lacy,31430058254527,On Shelf,,N,,,CPMCK
TopTextFall24.174,CCJS 325,Slave Next Door,,2009,Bales & Soodalter,9780520268661,,990063476620108238,CCJS325/Slave Next Door,31430058254568,On Shelf,,N,,,CPMCK
TopTextFall24.175,CCJS 340,Critical Issues in Policing,7th,2015,Dunham & Alpert,9781478622871,,990063476620108238,CCJS340/Critical Issues in Policing,31430051074922,On Shelf,,N,,,CPMCK
TopTextFall24.176,CCJS 342,American Corrections in Brief,3rd,2017,"Clear, Reisig, Petrosino, & Cole",9781305633735,,990063476620108238,CCJS342/American Corrections in Brief,31430058258809,On Shelf,,N,,,CPMCK
TopTextFall24.177,CCJS 350,Delinquency in Society (9th ed),9th,,"Regoli, Hewitt, & Delisi",9781449692414,,990063476620108238,CCJS350/Delinquency in Society,31430055790739,On Shelf,,N,,,CPMCK
TopTextFall24.178,CCJS 350,Juvenile Delinquency in a Diverse Society,,2014,Bates & Swan,9781412998123,,990063476620108238,CCJS350/Juvenile Delinquency in a Diverse Society,31430055790713,On Shelf,,N,,,CPMCK
TopTextFall24.179,CCJS 350,Return to Justice,,2015,Ashley Nellis,9781442227668,,990063476620108238,CCJS350/Return to Justice,31430058253420,On Shelf,,N,,,CPMCK
TopTextFall24.180,CCJS 370,Punished: Policing the Lives of Black and Latino Boys,,2011,Victor M. Rios,9780814776384,,990063476620108238,CCJS105/Punished,31430056364609,On Shelf,,Y/N,,,CPMCK
TopTextFall24.181,CCJS 370,Divergent Social Worlds : Neighborhood Crime and the Racial-Spatial Divide,,2012,Peterson & Krivo,", ",,990063476620108238,CCJS370/Divergent Social Worlds,31430058259112,On Shelf,,N,,,CPMCK
TopTextFall24.182,CCJS 450,Last Chance in Texas: The Redemption of Criminal Youth,,2005,John Hubner,9780375759987,,990063476620108238,CCJS450/Last Chance in Texas,31430060957141,On Shelf,,N,,,CPMCK
TopTextFall24.183,CHEM 131,Chem 131 Structure & Prop UMD,3rd,2015,Nivaldo J. Trio,9781269886079,9781323006580,990063476620108238,CHEM131/Structure,"31430058256563, 31430058254139, 31430058254147",On Shelf,,N,,,CPMCK
TopTextFall24.184,CHEM 131,CHEM 131 Structure & Prop. UMD (4th),4th,2018,Nivaldo J. Tro,9781323738832,9781323739341,990063476620108238,CHEM131/Structure 4th,"31430058254345, 31430058255441, 31430058258031",On Shelf,,N,,,CPMCK
TopTextFall24.185,CHEM 134,Chemistry: Structure and Properties,2nd,2018,Nivaldo J. Tro,9780134293936,"9780135357125, 9781323882009, 9780393250268, 9781323739341, 9781323738832",990063476620108238,CHEM271/Structure & Properties 2nd,31430058255797,On Shelf,,N,,,CPMCK
TopTextFall24.186,CHEM 135,Chem 135 Structure & Properties (UMD Custom),3rd,2015,Nivaldo J. Tro,9781323006573,,990063476620108238,CHEM135/Chem 135 S & P,"31430058254683, 31430058254691, 31430058254675, 31430058254667",On Shelf,,N,,,CPMCK
TopTextFall24.187,CHEM 135,Principles of Chemistry: a Molecular Approach,3rd,2016,Nivaldo J. Tro,9780134168746,9780321971944,990063476620108238,CHEM135/Principles of Chemistry,"31430058254501, 31430045993963, 31430058255656",On Shelf,,N,,,CPMCK
TopTextFall24.188,CHEM 135,Principles of Chemistry: a Molecular Approach,4th,2020,Nivaldo J. Tro,9780134895741,,990063476620108238,CHEM135/Principles of Chemistry 4th,31430058260326,On Shelf,,Y,,,CPMCK
TopTextFall24.189,CHEM 135,Principles of Chemistry Selected Solutions Manual,3rd,2016,Nivaldo J. Tro,9780133889413,,990063476620108238,CHEM135/Principles of Chemistry Solutions Manual,31430058255029,On Shelf,,N,,,CPMCK
TopTextFall24.190,CHEM 231,Organic Chemistry,6th,2016,Loudon & Parise,9781936221349,,990063476620108238,CHEM231/Organic Chem 6th,31430058256142,On Shelf,,N,,,CPMCK
TopTextFall24.191,CHEM 231,Organic Chemistry: Study Guide and Solutions Manual,6th,2016,Parise & Loudon,9781936221868,,990063476620108238,CHEM231/Organic Chem SG 6th,31430058256134,On Shelf,,N,,,CPMCK
TopTextFall24.192,CHEM 231,Organic Chemistry ,8th,2017,"Brown, Iverson, Anslyn, & Foote",9781337687522,9781337687539,990063476620108238,CHEM231/Organic Chemistry (2) 8th ed,"31430058254477, 31430045993948",On Shelf,,N,,,CPMCK
TopTextFall24.193,CHEM 231,Organic Chemistry: Student Study Guide and Solutions Manual ,8th,2018,"Brown, Iverson, Anslyn, & Foote",9781305864504,,990063476620108238,CHEM231/Organic Chemistry (2) Study Guide and Sol. Man. 8th ed,31430045993955,On Shelf,,N,,,CPMCK
TopTextFall24.194,CHEM 231,Organic Chemistry as a Second Language,4th,2017,David Klein,9781119110668,,990063476620108238,CHEM231/Organic Chemistry (3),31430051076273,On Shelf,,N,,,CPMCK
TopTextFall24.195,CHEM 241,Organic Chemistry - Study Guide + Solutions,5th,2010,Loudon & Stowell,9780981519449,,990063476620108238,CHEM231/Organic Chem SG,"31430058251598, 31430058254279",On Shelf,,N,XPB5470.O2 (Check if current),,CPMCK
TopTextFall24.196,CHEM 241,Organic Chemistry ,5th,2009,Marc Loudon,9780981519432,,990063476620108238,CHEM231/Organic Chem,"31430058254865, 31430058254261, 31430058256357",On Shelf,,N,XPB5470.O1 (Check if current),,CPMCK
TopTextFall24.197,CHEM 241,Organic Chemistry,6th,2016,Loudon & Parise,9781936221349,,990063476620108238,CHEM231/Organic Chem 6th,31430058256142,On Shelf,,N,,,CPMCK
TopTextFall24.198,CHEM 241,Organic Chemistry: Study Guide and Solutions Manual,6th,2016,Parise & Loudon,9781936221868,,990063476620108238,CHEM231/Organic Chem SG 6th,31430058256134,On Shelf,,N,,,CPMCK
TopTextFall24.199,CHEM 241,Organic Chemistry ,7th,2015,"Brown, Iverson, Anslyn, & Foote",9781305765399,9781305766358,990063476620108238,CHEM231/Organic Chemistry (2),"31430058254873, 31430058254881, 31430058254287, 31430058254295, 31430058254899",On Shelf,,N,,,CPMCK
TopTextFall24.200,CHEM 241,Organic Chemistry ,8th,2017,"Brown, Iverson, Anslyn, & Foote",9781337687522,9781337687539,990063476620108238,CHEM231/Organic Chemistry (2) 8th ed,"31430058254477, 31430045993948",On Shelf,,N,,,CPMCK
TopTextFall24.201,CHEM 241,Organic Chemistry: Student Study Guide and Solutions Manual ,8th,2018,"Brown, Iverson, Anslyn, & Foote",9781305864504,,990063476620108238,CHEM231/Organic Chemistry (2) Study Guide and Sol. Man. 8th ed,31430045993955,On Shelf,,N,,,CPMCK
TopTextFall24.202,CHEM 242,Experimental Organic Chemistry,5th,2011,John C. Gilbert,9781439049143,,990063476620108238,CHEM232/Experimental Org Chem,31430058254741,On Shelf,,N,,,CPMCK
TopTextFall24.203,CHEM 242,Experimental Organic Chemistry,6th,2016,Gilbert & Martin,9781305080461,9781337064521,990063476620108238,CHEM232/Experimental Org Chem 6th Ed,"31430058254758, 31430058254188, 31430058254196",On Shelf,,N,,,CPMCK
TopTextFall24.204,CHEM 271,Chemistry: The Science in Context,4th,2015,"Gilbert, Kirss, Foster, & Davies",9780393919370,,990063476620108238,CHEM271/Chemistry,31430043444241,On Shelf,,N,,,CPMCK
TopTextFall24.205,CHEM 271,Chemistry 271 Custom,4th,2015,"Gilbert, Kirss, Foster, & Davies",9780393250268,,990063476620108238,CHEM271/SCI CTX,"31430058256829, 31430058254162, 31430058254170, 31430043444324",On Shelf,,N,,,CPMCK
TopTextFall24.206,CHEM 271,Chemistry 271 Custom,3rd,2012,"Gilbert, Kirss, Foster, & Davies",9780393136586,,990063476620108238,CHEM271/SCI CTX (3rd),31430058254154,On Shelf,,N,,,CPMCK
TopTextFall24.207,CHEM 271,Chemistry: Structure and Properties,2nd,2018,Nivaldo J. Tro,9780134293936,"9780135357125, 9781323882009, 9780393250268, 9781323739341, 9781323738832",990063476620108238,CHEM271/Structure & Properties 2nd,31430058255797,On Shelf,,N,,,CPMCK
TopTextFall24.208,CHEM 425,Principles of Instrumental Analysis,7th,2018,"Douglas A. Skoog, James F. Holler, Stanley R. Crouch",9781305577213,,990063476620108238,CHEM425/Principles of Instrumental Analysis,31430060957224,On Shelf,,N,,,CPMCK
TopTextFall24.209,CHEM 481,"Physical Chemistry: Thermaldynamics, Statistical Thermaldynamics, and Kinetics",4th,2019,Thomas Engel,9780134804583,,990063476620108238,CHEM481/Physical Chemistry,31430060957216,On Shelf,,N,,,CPMCK
TopTextFall24.210,CHEM 481,Molecular Thermodynamics,,1999,McQuarrie & Simon,9781891389054,,990063476620108238,CHEM481/Molecular Thermodynamics,"31430055790937, 31430045993989",On Shelf,,N,,,CPMCK
TopTextFall24.211,CHEM 481,Molecular Thermodynamics: Problems and Solutions,,1999,Cox & McQuarrie,9781891389078,,990063476620108238,CHEM481/Molecular Thermodynamics: Problems and Solutions,31430045993997,On Shelf,,N,,,CPMCK
TopTextFall24.212,CHEM 481,"Thermodynamics, Statistical Thermodynamics and Kinetics (3rd ed)",3rd,,Engel & Reid,9780321766182,,990063476620108238,CHEM481/Thermodynamics Statistical Thermodynamics & Kinetics,31430055790929,On Shelf,,N,,,CPMCK
TopTextFall24.213,CLAS 170,Aeneid,,2007,"Virgil, Ahl, Frederick (Translator)",9780199231959,,990063476620108238,CLAS170/Aeneid (2),31430052903798,Held,,Y,,,CPMCK
TopTextFall24.214,CLAS 170,Classical Myth,9th,2021,"Powell, Barry B.",9780197527986,,990063476620108238,CLAS170/Classical Myth (3),31430060957182,On Shelf,,N,,,CPMCK
TopTextFall24.215,CLAS 170,Essential Iliad,,2000,"Homer / Lombardo, Stanley (Translator)",9780872205420,,990063476620108238,CLAS170/Essential Iliad,31430060959873,On Shelf,,Y,,,CPMCK
TopTextFall24.216,CLAS 170,Euripides II (Edition: Grene),3rd,2003,"Euripides / Griffith, M. / Most, G. / Grene, D. / Lattimore, R. (Eds./Tran)",9780226308784,,990063476620108238,CLAS170/Euripides II,31430057779581,On Shelf,,Y,,,CPMCK
TopTextFall24.217,CLAS 170,Eurydice,,2008,"Ruhl, Sarah",9780573662447,,990063476620108238,CLAS170/Eurydice,31430051046284,Held,,Y,,,CPMCK
TopTextFall24.218,CLAS 170,Girl Meets Boy: The Myth of Iphis,,2007,"Smith, Ali",9781847671868,,990063476620108238,CLAS170/Girl Meets Boy,31430053708717,Held,,Y,,,CPMCK
TopTextFall24.219,CLAS 170,Home Fire,,2017,"Shamsie, Kamila",9780735217690,,990063476620108238,CLAS170/Home Fire,31430060216209,On Shelf,,N,,,CPMCK
TopTextFall24.220,CLAS 170,Homeric Hymns,,2001,"Crudden, Michael (Translator)",9780199554751,,990063476620108238,CLAS170/Homeric Hymns,31430049628748,Held,,Y,,,CPMCK
TopTextFall24.221,CLAS 170,Iliad of Homer,,2011,"Homer / Lattimore, Richmond",9780226470498,,990063476620108238,CLAS170/Iliad of Homer,31430003557693,Held,,Y,,,CPMCK
TopTextFall24.222,CLAS 170,Odyssey,,2018,"Homer / Wilson, Emily",9780393356250,,990063476620108238,CLAS170/Odyssey (2),31430058948060,On Shelf,,Y,,,CPMCK
TopTextFall24.223,CLAS 170,Oresteia,,1998,"Aeschylus / Meineck, Peter (Translator)",9780872203907,,990063476620108238,CLAS170/Oresteia,31430053059269,On Shelf,,Y,,,CPMCK
TopTextFall24.224,CLAS 170,Works and Days and Theogony,,1993,"Hesiod / Lombardo, Stanley (Translator)",9780872201798,,990063476620108238,CLAS170/Works and Days and Theogony (3),31430035970971,Held,,Y,,,CPMCK
TopTextFall24.225,CLAS 170,An Iliad,,2013,"Peterson, O'Hare, & Homer",9780822226871,,990063476620108238,CLAS170/An Iliad ,31430058253263,On Shelf,,N,,,CPMCK
TopTextFall24.226,CLAS 170,Classical Mythology,6th,2012,Harris & Platzner,9780073407524,,990063476620108238,CLAS170/Classical Mythology (2),31430051074914,On Shelf,,N,,,CPMCK
TopTextFall24.227,CLAS 170,Iliad,,1990,Homer (Fagles trans.),9780140445923,,990063476620108238,CLAS170/Iliad (2),31430058258825,On Shelf,,N,,,CPMCK
TopTextFall24.228,CLAS 170,Norton Anthology of World Literature - Volume A,4th,2018,"Puchner, Akbari, Denecke, Fuchs , Levine , Lewis, & Wilson (Eds.)",9780393602814,,990063476620108238,CLAS170/Norton Anthology of World Literature - Volume A,31430058259617,On Shelf,,N,,,CPMCK
TopTextFall24.229,CLAS 170,Oresteia,,1977,Aeschylus (Fagles trans.),9780140443332,,990063476620108238,CLAS170/Oresteia (2),31430058258668,On Shelf,,N,,,CPMCK
TopTextFall24.230,CLAS 170,Ten Plays,,1998,Euripides (Roche trans.),9780451527004,,990063476620108238,CLAS170/Ten Plays,31430058258676,On Shelf,,N,,,CPMCK
TopTextFall24.231,CLAS 170,Theogony; and Works & Days,,1987,Hesiod (Caldwell trans.),9780941051002,,990063476620108238,CLAS170/Theogony (2),31430058258650,On Shelf,,N,,,CPMCK
TopTextFall24.232,CLAS 170,Theogony; and Works & Days,,2008,"Hesiod (Nelson & Caldwell, trans.)",9781585102884,,990063476620108238,CLAS170/Theogony; and Works & Days ,31430058253271,On Shelf,,N,,,CPMCK
TopTextFall24.233,CLAS 170,Essential Aeneid,,2006,Virgil (Lombardo trans.),9780872207905,,990063476620108238,CLAS170/Essential Aeneid ,31430058253297,On Shelf,,N,,,CPMCK
TopTextFall24.234,CLAS 170,Metamorphoses,,2004,Ovid (Martin trans.),9780393326420,,990063476620108238,CLAS170/Metamorphoses (2),31430050625575,On Shelf,,Y,,,CPMCK
TopTextFall24.235,CLAS 274,Collected Ancient Greek Novels,2nd,2019,"Reardon, B.P.",9780520305595,,990063476620108238,CLAS274/Collected Ancient Greek Novels,31430060155845,On Shelf,,N,,,CPMCK
TopTextFall24.236,CLAS 274,"Of One Blood: Or, Hidden Self",,2004,"Hopkins, Pauline / Mcdowell, Deborah",9780743467698,,990063476620108238,CLAS274/Of One Blood,31430060957133,On Shelf,,N,,,CPMCK
TopTextFall24.237,CLAS 274,Song of Achilles,,2012,"Miller, Madeline",9780062060624,,990063476620108238,CLAS274/Song of Achilles,31430060957166,On Shelf,,N,,,CPMCK
TopTextFall24.238,CLAS 274,Sound of Waves,,1994,"Mishima, Yukio",9780679752684,,990063476620108238,CLAS274/Sound of Waves,31430060155837,On Shelf,,N,,,CPMCK
TopTextFall24.239,CLAS 274,Translation of Dr. Apelles,,2006,"Treuer, David",9780307386625,,990063476620108238,CLAS274/Translation of Dr. Apelles,31430052594126,Held,,Y,,,CPMCK
TopTextFall24.240,CLAS 170,Grief Lessons,,2006,Euripides (Carson trans.),9781590171806,,990063476620108238,CLAS170/Grief Lessons,31430051345082,On Shelf,,N,,,CPMCK
