UniqueID,Course,Title,Edition,Year,Author,ISBN,Alternate ISBNs,MMS ID,Call number,Barcode,Current Status,New/Returning/Past Semester,UMCP copy?,Notes,Comment,Branch Location
TopTextFall24.369,GEOL 100,Understanding Earth,7th,2014,Grotzinger & Jordan,9781464138744,,990063476620108238,GEOL100/Understanding Earth,31430058259187,On Shelf,,N,,,CPMCK
TopTextFall24.370,GVPT 170,AmGov: Long Story Short,2nd,2021,Christine Barbour,9781071808979,,990063476620108238,GVPT170/AmGov,31430058259195,On Shelf,,N,,,CPMCK
TopTextFall24.371,GVPT 170,Logic of American Politics,7th,2016,Samuel Kernell,9781483319841,,990063476620108238,GVPT170/Logic of American Politics,31430058253321,On Shelf,,N,,,CPMCK
TopTextFall24.372,GVPT 170,Logic of American Politics,10th,2022,Kernell,9781071815977,,990063476620108238,GVPT170/Logic of American Politics 10th,31430058259658,On Shelf,,N,,,CPMCK
TopTextFall24.373,GVPT 170,Logic of American Politics,9th,2019,"Kernell, Jacobson, Kousser, Vavreck",9781544322995,"9781544366647, 9781544390727",990063476620108238,GVPT170/Logic of American Politics 9th,31430058256480,On Shelf,,N,,,CPMCK
TopTextFall24.374,GVPT 170,Principles & Practice of American Politics,6th,2016,Kernell & Smith,9781483319872,9781506392127,990063476620108238,GVPT170/P & P of Am. Politics,"31430058253313, 31430058254519, 31430058255490",On Shelf,,N,,,CPMCK
TopTextFall24.375,GVPT 170,Principles & Practice of American Politics,7th,2019,Kernell & Smith,9781506390475,9781544338651,990063476620108238,GVPT170/P & P of Am. Politics 7th,31430058256167,On Shelf,,N,,,CPMCK
TopTextFall24.376,GVPT 170,Readings in American Politics: Analysis and Perspectives,3rd,2014,Ken Kollman,9780393936742,9780393633818,990063476620108238,GVPT170/Readings,31430058253917,On Shelf,,N,,,CPMCK
TopTextFall24.377,GVPT 170,Readings in American Politics: Analysis and Perspectives,4th,2018,Ken Kollman,9780393283686,,990063476620108238,GVPT170/Readings 4th,31430058256878,On Shelf,,N,,,CPMCK
TopTextFall24.378,GVPT 170,Readings in American Politics: Analysis and Perspectives,6th,2023,Ken Kollman,9780393441697,,990063476620108238,GVPT170/Readings 6th,31430058260219,Purchased,,N,,,CPMCK
TopTextFall24.379,GVPT 170,Logic of American Politics,8th,2018,"Kernell, Jacobson, Kousser, Vavreck",9781506358666,"9781506392127, 9781544338651",990063476620108238,GVPT170/Logic of American Politics 8th,"31430058254444, 31430058255573, 31430058256159, 31430058257942",On Shelf,,N,XPB5483.L6 (Check if current),,CPMCK
TopTextFall24.380,GVPT 170,Tides of Consent: How Public Opinion Shapes American Politics,2nd,2015,James A. Stimson,9781107518919,,990063476620108238,GVPT170/Tides of Consent,31430058449531,On Shelf,,Y,,,CPMCK
TopTextFall24.381,GVPT 200,International Relations,3rd,2020,"Shiraev, Eric B.",9780190648527,,990063476620108238,GVPT200/International Relations (2),31430060956549,On Shelf,,N,,,CPMCK
TopTextFall24.382,GVPT 200,Theories of International Politics and Zombies: Apocalypse Edition,,2022,"Drezner, Daniel W.",9780691223513,,990063476620108238,GVPT200/Theories of Int. Pol. and Zombies: Apocalypse Ed.,31430060956507,On Shelf,,N,,,CPMCK
TopTextFall24.383,GVPT 200,International Relations,11th,2017,Pevehouse & Goldstein,9780134404769,,990063476620108238,GVPT200/International Relations,"31430058253107, 31430058253701",On Shelf,,N,,,CPMCK
TopTextFall24.384,GVPT 201,R Companion to Political Analysis,2nd,2018,Pollock & Edwards,9781506368849,9781506393742,990063476620108238,GVPT201/R Companion,"31430058255847, 31430058259344",On Shelf,,N,XPB5460.R2 (Check if current),,CPMCK
TopTextFall24.385,GVPT 201,Demagouery and Democracy,,2017,Patricia Roberts-Miller,9781615194087,9781615194193,990063476620108238,COMM401/Demagouery & Democracy,31430058255730,On Shelf,,N,,,CPMCK
TopTextFall24.386,GVPT 201,Essentials of Political Analysis,5th,2016,Philip H. Pollock,9781506305837,9781506329017,990063476620108238,GVPT201/Ess. of Political Analysis,"31430058253339, 31430058256274",On Shelf,,N,,,CPMCK
TopTextFall24.387,GVPT 201,Essentials of Political Analysis,6th,2020,Pollock & Edwards,9781506379616,,990063476620108238,GVPT201/Essentials of Political Analysis 6th,31430058259203,On Shelf,,N,,,CPMCK
TopTextFall24.388,GVPT 201,Thinking Clearly With Data: A Guide to Quantitative Reasoning & Analysis,,2021,Bueno De Mesquita & Fowler,9780691214351,"9780691214368, 9780691215013",990063476620108238,GVPT201/Thinking Clearly with Data,31430058259666,On Shelf,,N,,,CPMCK
TopTextFall24.389,GVPT 201,Weapons of Math Destruction,,2017,"O'Neil, Cathy",9780553418835,,990063476620108238,GVPT201/Weapons of Math Destruction,31430055698106,On Shelf,,Y,,,CPMCK
TopTextFall24.390,GVPT 201,R Companion to Political Analysis,3rd,2023,Pollock & Edwards,9781071862414,,990063476620108238,GVPT201/R Companion 3rd,31430058260128,On Shelf,,N,,,CPMCK
TopTextFall24.391,GVPT 202,Supreme Court,14th,2021,Lawrence Baum,9781544390109,9780872864795,990063476620108238,GVPT202/Supreme Court,31430058259229,On Shelf,,N,,,CPMCK
TopTextFall24.392,GVPT 202,Uncertain Justice: The Roberts Court and the Constitution,,2014,Tribe & Matz,9780805099096,"9781250069351, 9780805099133",990063476620108238,GVPT202/Uncertain Justice,31430058259211,On Shelf,,N,,,CPMCK
TopTextFall24.393,GVPT 204,"Why Taiwan Matters: Small Island, Global Powerhouse",,2014,Shelley Rigger,9781442204805,,990063476620108238,GVPT204/Why Taiwan Matters,31430056448824,On Shelf,,Y,,,CPMCK
TopTextFall24.394,GVPT 204,"Why Taiwan Matters: Small Island, Global Powerhouse (Updated Edition )",Updated,2014,"Rigger, Shelley",9781442204805,,990063476620108238,GVPT204/Why Taiwan Matters,31430056448824,Move from regular reserves,,Y,,,CPMCK
TopTextFall24.395,GVPT 241,Early Writings,,1992,Karl Marx,9780140445749,,990063476620108238,GVPT241/Early Writings,31430051076174,On Shelf,,N,,,CPMCK
TopTextFall24.396,GVPT 241,Last Days of Socrates,,2010,Plato (Rowe trans.),9780140455496,,990063476620108238,GVPT241/Last Days of Socrates (2),31430058256456,On Shelf,,N,,,CPMCK
TopTextFall24.397,GVPT 241,Modern Political Thought: Readings from Machiavelli to Nietzsche,2nd,2008,David Wootton,9780872208971,,990063476620108238,GVPT241/Modern Political Thought,31430058255821,On Shelf,,N,,,CPMCK
TopTextFall24.398,GVPT 241,Painted Bird,2nd,1976,Jerzy Kosinski,9780802134226,,990063476620108238,GVPT241/Painted Bird,31430058256118,On Shelf,,N,,,CPMCK
TopTextFall24.399,GVPT 241,Social Contract & Discourses,,1993,"Jean-Jacques Rousseau (eds. Cole, Brumfitt, Hall, Jimack)",9780460873574,,990063476620108238,GVPT241/Social Contract & Discourses,31430058254576,On Shelf,,N,,,CPMCK
TopTextFall24.400,GVPT 241,Social Contract & Discourses,,1993,"Jean-Jacques Rousseau (eds. Cole, Brumfitt, Hall, Jimack, intro. Alan Ryan)",9780679423027,,990063476620108238,GVPT241/Social Contract & Discourses (2),31430058256126,On Shelf,,N,,,CPMCK
TopTextFall24.401,GVPT 241,Issues in Political Theory,4th,2019,"McKinnon, Jubb, Tomlin",9780198784067,,990063476620108238,GVPT241/Issues in Pol. Theory,"31430058259237, 31430060873660",On Shelf,,N,,,CPMCK
TopTextFall24.402,GVPT 241,Leviathan,Norton Critical,1997,Thomas Hobbes (eds. Flathman & Johnston,9780393967982,,990063476620108238,GVPT241/Leviathan,31430058254436,On Shelf,,N,,,CPMCK
TopTextFall24.403,GVPT 241,The Prince,,1966,Niccolo Macchiavelli (Donno trans.),9780553212785,,990063476620108238,GVPT241/The Prince (2),31430058256399,On Shelf,,N,,,CPMCK
TopTextFall24.404,GVPT 280,Comparative Politics,4th,2023,Tyler J. Dickovick,9780197633304,,990063476620108238,GVPT280/Comparative Politics 4th,31430060956556,On Shelf,,N,,,CPMCK
TopTextFall24.405,GVPT 280,Cases in Comparative Politics,7th,2021,"O'Neil, Fields, & Share",9780393422931,,990063476620108238,GVPT280/Cases in Comp. Politics,31430058259245,On Shelf,,N,,,CPMCK
TopTextFall24.406,GVPT 282,Bottom Billion,,2007,Paul Collier,9780195373387,,990063476620108238,GVPT282/Bottom Billion,31430051074849,On Shelf,,N,,,CPMCK
TopTextFall24.407,GVPT 331,Buffalo Creek Disaster,Rev. 2008,2008,Gerald M. Stern,9780307388490,,990063476620108238,GVPT331/Buffalo Creek Disaster,31430058253776,On Shelf,,N,,,CPMCK
TopTextFall24.408,GVPT 331,Introduction to Law + Legal System,11th,2015,Frank August Schubert,9781285438252,,990063476620108238,GVPT331/Intro to Law + Legal System,31430058253792,On Shelf,,N,,,CPMCK
TopTextFall24.409,HEIP 143,100 Great Businesses and the Minds Behind Them,,2006,Ross & Holland,9781402206313,,990063476620108238,HEIP143/100 Great  Businesses,31430055790614,On Shelf,,N,,,CPMCK
TopTextFall24.410,HESI 217,Leadership Theory : Cultivating Critical Perspectives,,2017,John P. Dugan,9781118864159,,990063476620108238,HESI217/Leadership Theory,ebook,Linked,,Y,Ebook https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=4797456,"This book is  available as an ebook at this <a href=""https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=4797456"">link</a>",CPMCK
TopTextFall24.411,HESP 202,Primer on Communication and Communicative Disorders ,,2012,Howard D. Schwartz,9780205496365,,990063476620108238,HESP202/Primer on Communication,31430055791059,On Shelf,,N,RC423 .S258 2012 (Check if current),,CPMCK
TopTextFall24.412,HIST 131,Up From Slavery,,1995,Booker T. Washington,9780486287386,,990063476620108238,HIST131/Up From Slavery,Ebook,Ebook,,Y,Ebook https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=330741&site=ehost-live,"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=330741&site=ehost-live"">link</a>",CPMCK
TopTextFall24.413,HIST 131,Democracy in America,,2010,Alexis de Tocqueville,9780451531605,9780872204959,990063476620108238,HIST131/Democracy in America,31430058253784,On Shelf,,N,,,CPMCK
TopTextFall24.414,HIST 131,Oneida : from Free Love Utopia to the Well-Set Table,,2016,Ellen Wayland-Smith,9781250131867,,990063476620108238,HIST131/Oneida,31430058417793,Held,,Y,,,CPMCK
TopTextFall24.415,HIST 131,Our Declaration,,2014,Danielle Allen,9781631490446,9780871406903,990063476620108238,HIST131/Our Declaration,31430057792675,Held,,Y,,,CPMCK
TopTextFall24.416,HIST 134,Conspiracy in the Streets,,2006,ed. Jon Weiner,9781565848337,,990063476620108238,HIST134/Conspiracy in the Streets,31430058254352,On Shelf,,N,,,CPMCK
TopTextFall24.417,HIST 134,"Lizzie Borden on Trial: Murder, Ethnicity, and Gender",,2015,Joseph A. Conforti,9780700622337,"9780700620715, 9780700620722",990063476620108238,HIST134/Lizzie Borden on Trial,31430058259674,On Shelf,,N,,,CPMCK
TopTextFall24.418,HIST 134,"Sacco & Vanzetti: the Men, the Murders, and the Judgement of Mankind",,2007,Bruce Watson,9780143114284,,990063476620108238,HIST134/Sacco & Vanzetti,31430058254543,On Shelf,,N,,,CPMCK
TopTextFall24.419,HIST 134,Trial of Lizzie Borden,,2019,Cara Robertson,9781501168376,,990063476620108238,HIST134/Trial of Lizzie Borden,31430058259252,On Shelf,,N,,,CPMCK
TopTextFall24.420,HIST 134,Cruising for Conspirators,,2021,Long,9781469662732,,990063476620108238,HIST134/Cruising for Conspirators,ebook,Linked,,Y,(Checked 8/22/24) Ebook only : https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=3034032&site=ehost-live [RECHECK AVAILABILITY],"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=3034032&site=ehost-live"">link</a>",CPMCK
TopTextFall24.421,HIST 134,Salem Witch Hunt: a Brief History with Documents,,2011,Richard Godbeer,9780312484552,,990063476620108238,HIST134/Salem Witch Hunt,31430058254550,On Shelf,,N,,,CPMCK
TopTextFall24.422,HIST 200,Apostles of Disunion,15th anniversary,2016,Charles B. Dew,9780813939445,,990063476620108238,HIST200/Apostles of Disunion,31430058975634,Held,,Y,Also https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=2358377&site=ehost-live,"This book is also available as an ebook at this <a href=""https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=787253"">link</a>",CPMCK
TopTextFall24.423,HIST 201,Feminism Unfinished,,2014,"Cobble, Gordon, & Henry",9781631490545,,990063476620108238,HIST201/Feminism Unfinished ,"31430051074468, 31430058254204",On Shelf,,N,,,CPMCK
TopTextFall24.424,HIST 201,Give Me Liberty! (vol. 2),4th,2014,Eric Foner,9780393920314,,990063476620108238,HIST201/Give Me Liberty! (vol. 2),31430051074476,On Shelf,,N,,,CPMCK
TopTextFall24.425,HIST 201,Great Influenza: the Epic Story of the Deadliest Plague in History,,2005,John M. Barry,9780143036494,,990063476620108238,HIST201/Great Influenza,31430050768482,On Shelf,,Y,,,CPMCK
TopTextFall24.426,HIST 201,Johnstown Flood,,1968,David McCullough,9780671207144,,990063476620108238,HIST201/Johnstown Flood,31430058258692,On Shelf,,N,,,CPMCK
TopTextFall24.427,HIST 201,Blood Justice: the Lynching of Mack Charles Parker,,1986,Howard Smead,9780195054293,,990063476620108238,HIST201/Blood Justice,31430051617035,On Shelf,,Y,,,CPMCK
TopTextFall24.428,HIST 201,Harvest Gypsies,,1988,John Steinbeck,9781890771614,9780930588380; 093058838X,990063476620108238,HIST201/Harvest Gypsies,31430057984835,On Shelf,,Y,,,CPMCK
TopTextFall24.429,HIST 289O,Pirates in the Age of Sail,,2007,Robert J. Antony,9780393927887,,990063476620108238,HIST289O/Pirates in the Age of Sail,31430058633803,Held,,Y,,,CPMCK
TopTextFall24.430,HIST 289R,"American Consumer Society, 1865-2005",,2009,Regina Lee Blaszczyk,9780882952642,,990063476620108238,HIST289R/American Consumer,31430058254097,On Shelf,,Y/N,HC110.C63 B53 2009 (check if current),,CPMCK
TopTextFall24.431,HIST 289R,Consumer Society in American History: Reader,,1999,Lawrence B. Glickman,9780801484865,,990063476620108238,HIST289R/Consumer Society,31430058254725,On Shelf,,N,,,CPMCK
TopTextFall24.432,HIST 289Y,Zombie Survival Guide,,2003,Max Brooks,9781400049622,,990063476620108238,HIST289Y/Zombie Survival Guide,31430058253826,On Shelf,,N,XPB5425.Z7 (check if current),,CPMCK
TopTextFall24.433,HIST 289Y,Penguin Book of the Undead,,2016,Scott G. Bruce,9780143107682,,990063476620108238,HIST289Y/Penguin Book of the Undead,31430058255037,On Shelf,,N,XPB5425.P4 (check if current),,CPMCK
TopTextFall24.434,HIST 131,Streets of Gold: America's Untold Story of Immigrant Success,,2022,Abramitzky & Boustan,9781541797833,9781541797826,990063476620108238,HIST131/Streets of Gold,31430050668203,On Shelf,,Y,,,CPMCK
TopTextFall24.435,HLSA 740,Essentials of Strategic Planning in Healthcare,3rd,2021,"Harrison, Jeffrey P.",9781640552012,,990063476620108238,HLSA740/Essentials of Strategic Planning,,ebook,,,https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=6349384,"This title is  available as an ebook at this <a href=""https://ebookcentral.proquest.com/lib/umdcp/detail.action?docID=6349384"">link</a>",CPMCK
TopTextFall24.436,HLTH 106,"Drugs, Society and Human Behavior (15th ed)",15th,,Hart & Ksir,9780073529745,,990063476620108238,HLTH106/Drugs Society & Human Behavior,31430055790960,On Shelf,,N,,,CPMCK
TopTextFall24.437,HLTH 130,Introduction to Public Health (4th ed),4th,,Mary-Jane Schneider,9781449697365,,990063476620108238,HLTH130/Introduction to Public Health,31430055791075,On Shelf,,N,,,CPMCK
TopTextFall24.438,HLTH 140,Health: the Basics (11th ed),11th,,Rebecca J. Donatelle,9780321910424,,990063476620108238,HLTH140/Health,31430055790887,On Shelf,,N,,,CPMCK
TopTextFall24.439,HLTH 200,Research Methods: the Concise Knowledge Base ,,2005,William M. K. Trochim,9781592601462,,990063476620108238,HLTH200/Research Methods,31430055790838,On Shelf,,N,,,CPMCK
TopTextFall24.440,HLTH 366,Essentials of Health Behavior: Social and Behavioral Theory in Public Health,3rd,2020,Mark Edberg,9781284145359,9781284069341,990063476620108238,HLTH366/Ess. Of Health Behavior,31430058259260,On Shelf,,N,,,CPMCK
TopTextFall24.441,HLTH 377,Think Human Sexuality,,2011,Kelly Welch,9781256155621,,990063476620108238,HLTH377/Think Human Sexuality,31430058252810,On Shelf,,N,,,CPMCK
TopTextFall24.442,HLTH 377,S.E.X.,2nd,2016,Heather Corinna,9780738218847,,990063476620108238,HLTH377/S.E.X.,31430058253875,On Shelf,,N,,,CPMCK
TopTextFall24.443,INAG 110,Communication Age (UMD custom),2nd,2017,"Edwards, Edwards, Wahl, & Myers",9781506384740,"9781506384764, 978150638474",990063476620108238,INAG110/Communication Age,"31430058254014, 31430058255649, 31430058256308",On Shelf,,N,,,CPMCK
TopTextFall24.444,INAG 110,Communication Age,1st,2013,"Edwards, Edwards, Wahl, & Myers",9781412977593,,990063476620108238,INAG110/Communication Age 1st,31430058255417,On Shelf,,N,,,CPMCK
TopTextFall24.445,INAG 110,Essential Communication,2nd,2019,"Adler, Rodman, du Pre",9780190650087,9780190650186,990063476620108238,INAG110/Essential Communication,31430059437956,On Shelf,,Y,,,CPMCK
TopTextFall24.446,INAG 110,Mastering Public Speaking,9th,2016,"Grice, Skinner, & Mansson",9780133753837,9780134047362,990063476620108238,INAG110/Mastering,"31430058252760, 31430058255557",On Shelf,,N,,,CPMCK
TopTextFall24.447,INST 104,Design Justice : Community-Led Practices to Build the Worlds We Need,,2020,Sasha Costanza-Chock,9780262043458,,990063476620108238,INST104/Design Justice,31430059551194,On Shelf,,Y,,,CPMCK
TopTextFall24.448,INST 104,Design of Everyday Things,Revised,2013,Donald A. Norman,9780465050659,,990063476620108238,INST104/Design of Everyday Things,31430058260185,On Shelf,,N,,,CPMCK
TopTextFall24.449,INST 123,Practical SQL,2nd,2022,Anthony DeBarros,9781718501065,,990063476620108238,INST123/Practical SQL,31430058260243,Purchased,,N,,,CPMCK
TopTextFall24.450,INST 314,Statistics,11th,2017,Witte & Witte,9781119254515,,990063476620108238,INST314/Statistics,31430058258817,On Shelf,,N,,,CPMCK
TopTextFall24.451,INST 327,Murach's MySQL,2nd,2015,Joel Murach,9781890774820,,990063476620108238,INST327/Murach's MySQL,31430051076190,On Shelf,,N,,,CPMCK
TopTextFall24.452,INST 327,Murach's MySQL,3rd,2019,Joel Murach,9781943872367,,990063476620108238,INST327/Murach's MySQL 3rd,31430058258635,On Shelf,,N,,,CPMCK
TopTextFall24.453,INST 346,"Architecture of Computer Hardware, Systems Software, & Network: An Information Technology Approach",5th,2014,Irv Englander,9781118322635,,990063476620108238,INST346/Architecture of Computer Hardware,31430058256449,On Shelf,,N,,,CPMCK
TopTextFall24.454,INST 346,Learning Computer Architecture with Raspberry Pi,,2016,"Upton, Duntemann, Roberts, Mamtora, & Everard",9781119183938,,990063476620108238,INST346/Learning Computer Architecture with Raspberry Pi,31430058258718,On Shelf,,N,,,CPMCK
TopTextFall24.455,INST 354,Rational Choice In an Uncertain World,2nd,2010,Hastie,9781412959032,,990063476620108238,INST354/Rational Choice In an Uncertain World,31430053884682,On Shelf,,Y,,,CPMCK
TopTextFall24.456,INST 447,Hands-On Data Preprocessing in Python : Learn How to Effectively Prepare Data for Successful Data Analytics,,2022,Roy Jafari,9781801072137,,990063476620108238,INST447/Hands-On Data,Ebook,Linked,,Y,Ebook: https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=3125175&site=ehost-live,"This book is  available as an ebook at this <a href=""https://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=3125175&site=ehost-live"">link</a>",CPMCK
TopTextFall24.457,JOUR 130,Communication Age: Connecting and Engaging,3rd,2020,"Autumn Edwards, Chad C. Edwards, Shawn T. Wahl, Scott A. Meyers",9781506369655,,990063476620108238,JOUR130/Communication Age 3rd,31430060956689,On Shelf,,N,,,CPMCK
TopTextFall24.458,JOUR 150,Converging Media: A New Introduction to Mass Communication,6th,2019,Pavlik & McIntosh,9780190646653,,990063476620108238,JOUR150/Converging Media,31430058256068,On Shelf,,N,,,CPMCK
TopTextFall24.459,JOUR 181,Associated Press Stylebook,2018 ed.,2017,Associated Press,9780917360671,,990063476620108238,JOUR181/Associated Press Stylebook,31430058255714,On Shelf,,N,,,CPMCK
TopTextFall24.460,JOUR 181,Working with Words,10th,2020,"Brooks, Pinson, & Wilson",9781319201173,8220107544142,990063476620108238,JOUR181/Working with Words 10th,31430058260391,On shelf,,N,,,CPMCK
TopTextFall24.461,JOUR 181,Working with Words,9th,2017,"Brooks, Pinson, & Wilson",9781319071042,9781319011741,990063476620108238,JOUR181/Working with Words 9th,31430058254592,On Shelf,,N,,,CPMCK
TopTextFall24.462,JOUR 181,Associated Press Stylebook,2020-2022 ed.,2020,Associated Press,9781541647572,,990063476620108238,JOUR181/Associated Press Stylebook 20-22,31430059445520,Available non-circulating,,Y,In McK Reference,This item should be available for use in the UMCP McKeldin Library Reference section.,CPMCK
TopTextFall24.463,JOUR 200,Mass Communication,6th,2017,Ralph E. Hanson,9781506344461,9781506377865,990063476620108238,JOUR200/Mass Communication,"31430058255920, 31430058257264",On Shelf,,N,XPB5229.M3 (check if current),,CPMCK
TopTextFall24.464,JOUR 200,American Journalists,,1997,Donald A. Ritchie,9780195099072,,990063476620108238,JOUR200/American Journalists,31430050604968,On Shelf,,N,XPB5229.A6 (check if current),,CPMCK
TopTextFall24.465,JOUR 200,Mass Communication,7th,2018,Ralph E. Hanson,9781544332338,9781544361918,990063476620108238,JOUR200/Mass Communication 7th,31430058258163,On Shelf,,N,,,CPMCK
TopTextFall24.466,JOUR 320,Field Guide to Covering Local News,,2012,"Bayles, Fred",9781608710010,,990063476620108238,JOUR320/Field Guide to Covering Local News,31430060956606,On Shelf,,N,,,CPMCK
TopTextFall24.467,KNES 320,Physiology of Sport & Exercise,6th,2015,"Kenney, Wilmore, & Costill",9781450477673,,990063476620108238,KNES360/Physiology of Sport,31430058253396,On Shelf,,N,,,CPMCK
TopTextFall24.468,KNES 350,Sport Psychology,,2017,Catherine A. Sanderson,9780199917440,,990063476620108238,KNES350/Sport Psychology,31430058260268,On Shelf,,N,,,CPMCK
TopTextFall24.469,KNES 385,Motor Learning and Control: Concepts & Applications,11th,2016,Magill & Anderson,9781259823992,,990063476620108238,KNES385/Motor Learning & Control,31430058254469,On Shelf,,N,,,CPMCK
TopTextFall24.470,MATH 107,"Finite Mathematics for the Managerial, Life, and Social Sciences",12th,2018,"Tan, Soo T.",9781337405782,,990063476620108238,MATH107/Finite Math. for Man.Life & Soc. Sciences,31430058260011,On Shelf,,N,,,CPMCK
TopTextFall24.471,MATH 107,"Finite Mathematics for the Managerial, Life, and Social Sciences: An Applied Approach",12th,2017,"Tan, Soo",9781337405782,,990063476620108238,MATH107/Finite Math. for Man. Life & Soc. Sciences STEM,31430060847805,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.472,MATH 113,Algebra & Trigonometry (UMD Custom),2nd,,Robert Blitzer,9781256682974,,990063476620108238,MATH113/Algebra & Trig,31430058252661,On Shelf,,N,,,CPMCK
TopTextFall24.473,MATH 113,Algebra & Trigonometry Student Solutions Manual,4th,,Daniel S. Miller,9780321575449,,990063476620108238,MATH113/Algebra & Trig SSM,31430058252679,On Shelf,,N,,,CPMCK
TopTextFall24.474,MATH 113,Algebra & Trigonometry (UMD Custom),3rd,2016,Robert Blitzer,9781323305577,9781323305584,990063476620108238,MATH113/Algebra & Trig. 3rd,"31430058252901, 31430058255474, 31430058255482",On Shelf,,N,,,CPMCK
TopTextFall24.475,MATH 113,Algebra & Trigonometry Student's Solutions Manual,5th,2014,Daniel S. Miller,9780321837363,9781323305584,990063476620108238,MATH113/Algebra & Trig. SSM 5th,"31430058254600, 31430058254089",On Shelf,,N,,,CPMCK
TopTextFall24.476,MATH 115,Precalculus Math for Calculus,7th,2016,Stewart,9781305701618,,990063476620108238,MATH115/Precalculus Math for Calculus,"31430058253453, 31430058254915",On Shelf,,N,,,CPMCK
TopTextFall24.477,MATH 120,Calculus & Its Applications - Student Solutions Manual,14th,2018,Beverly Fusfield,9780134463230,,990063476620108238,MATH120/Calculus & Its App. SSM 14th,31430058259278,On Shelf,,N,,,CPMCK
TopTextFall24.478,MATH 120,Calculus & Its Applications,14th,2018,"Goldstein, Lay, Schneider, & Asmar",9780134437774,9780134768687,990063476620108238,MATH120/Calculus & Its Applications 14th,"31430058255128, 31430058255961, 31430058256290, 31430058258064",On Shelf,,N,,,CPMCK
TopTextFall24.479,MATH 120,Calculus & Its Applications,13th,2014,"Goldstein, Lay, Schneider, & Asmar",9780321848901,9781323322741,990063476620108238,MATH220/Calculus & Its Applications,"31430058252943, 31430058254634, 31430058254642",On Shelf,,N,,,CPMCK
TopTextFall24.480,MATH 120,Calculus & Its Applications,14th,2018,"Goldstein, Lay, Schneider, & Asmar",9780134437774,9780134768687,990063476620108238,MATH120/Calculus & Its Applications 14th STEM,31430060958628,,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.481,MATH 130,Biocalculus,,2016,Stewart & Day,9781305114036,9781305607866,990063476620108238,MATH130/Biocalculus,"31430058253198, 31430058253693",On Shelf,,N,,,CPMCK
TopTextFall24.482,MATH 131,Biocalculus,,2016,Stewart & Day,9781305114036,9781305607866,990063476620108238,MATH130/Biocalculus,"31430058253198, 31430058253693",On Shelf,,N,,,CPMCK
TopTextFall24.483,MATH 135,Mathematics for the Life Sciences,,2014,"Bodine, Lenhart, & Gross",9780691150727,,990063476620108238,MATH135/Mathematics for Life Sciences STEM,31430060958594,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.484,MATH 135,Mathematics for the Life Sciences,,2014,"Bodine, Lenhart, & Gross",9780691150727,,990063476620108238,MATH135/Mathematics for Life Sciences,31430058255813,On Shelf,,N,,,CPMCK
TopTextFall24.485,MATH 136,Mathematics for the Life Sciences,,2014,"Bodine, Lenhart, & Gross",9780691150727,,990063476620108238,MATH135/Mathematics for Life Sciences,31430058255813,On Shelf,,N,,,CPMCK
TopTextFall24.486,MATH 141,Student Solution Manual to Accompany Calculus,6th,2004,Robert Ellis & Denny Gulick,9780759331778,,990063476620108238,MATH141//Calculus w/Con. SSM STEM (2),31430060848282,On Shelf,,N,STEM,This item is available at the STEM Library.,CPENG
TopTextFall24.487,MATH 240,Linear Algebra and Its Applications,5th,2016,"Lay, Lay, & McDonald",9780321982384,9780134279190,990063476620108238,MATH240/Linear Algebra,"31430058257157, 31430058255987",On Shelf,,Y/N,,,CPMCK
TopTextFall24.488,MATH 240,Linear Algebra and Its Applications,3rd,2006,David C. Lay,9780321287137,,990063476620108238,MATH240/Linear Algebra 3rd,31430058255581,On Shelf,,N,,,CPMCK
TopTextFall24.489,MATH 240,Linear Algebra and Its Applications - Student Study Guide,5th,2016,"Lay, Lay, & McDonald",9780321982575,,990063476620108238,MATH240/Linear Algebra SSG,31430058254253,On Shelf,,N,,,CPMCK
TopTextFall24.490,MATH 241H,Multivariable Calculus with MATLAB,,2017,Lipsman & Rosenberg,9783319650692,,990063476620108238,MATH241/Multivariable Calculus,31430058255672,On Shelf,,N,,,CPMCK
TopTextFall24.491,MATH 401,Linear Algebra and Its Applications,5th,2016,"Lay, Lay, & McDonald",9780321982384,9780134279190,990063476620108238,MATH240/Linear Algebra,"31430058257157, 31430058255987",On Shelf,,Y/N,,,CPMCK
TopTextFall24.492,MATH 403,Abstract Algebra,3rd,1996,Herstein,9780471368793,,990063476620108238,MATH403/Abstract Algebra,31430060957125,On Shelf,,N,,,CPMCK
